productId,itemId,vendoritems,产品名称,产品缩略图,销售价,折扣,市场价,每毫升单价,评论数,品牌,品牌链接,容量重量,适合肌肤类型,流通期限,使用方法,化妆品制造企业,化妆品销售企业,制造国家,成分,功能性化妆品,使用注意事项,品质保证基准,售后服务电话,流通公司名称,流通公司营业执照号码,流通公司通信销售申告号码,流通公司地址,流通公司邮箱,流通公司联系人,流通公司联系电话,流通公司&法人姓名,当前网址,当前时间
1235723786,257777162,78468554582,유리아쥬 제모스 토너 250ml,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9ae1/7ab474b43958335c0f1ef3a65d5c6704dd112e7dc3cc04bf69aca5e53cdc.PNG,"28,800",49%,"57,100원","(10ml당 1,152원)",415개 상품평,유리아쥬,, , , , ,상세 페이지 참조,상세 페이지 참조,상세 페이지 참조, , , , , ,너만의색,228-04-05372,2021-충남천안-1672,충청남도 천안시 서북구 두정상가6길 9 (두정동) 5층 501-1호,jsh130205@naver.com,장성훈,070-8065-2201,너만의색 / 장성훈,https://www.coupang.com/vp/products/1235723786?itemId=257777162&vendorItemId=78468554582&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:29
4387793345,5196761978,78567918258,더페이스샵 더테라피 에센셜 토닉 트리트먼트,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4903/e01da0bc361a48533a9c679530b7f7902d3c947fcd17205c77b9f23aa049.jpg,"15,770",7%,"17,000원","(10ml당 1,051원)",500개 상품평,더페이스샵,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,주식회사 제이엘,217-88-00566,제2016-대전서구-0660호,대전광역시 서구 원도안로224번길 47-23 (도안동) 영우빌딩 101호,gemy80@nate.com,정래원,010-7576-3254,주식회사 제이엘 / 정래원,https://www.coupang.com/vp/products/4387793345?itemId=5196761978&vendorItemId=78567918258&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:29
6102033351,11441196263,78716677180,마몽드 로즈워터 토너 + 아모레퍼시픽 4종,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1191643549673058-6da4b0d6-118e-42ae-94fb-715152babac7.jpg,"18,000",40%,"30,000원",,38개 상품평,마몽드,,500ml,모든 피부용 ,모든 피부용 ,"세안후 화장솜에 덜어 피부결을 따라 부드럽게 닦아내거나, 손바닥에 적당량을 덜어 흡수시켜줍니다.", , ,대한민국,컨텐츠참조 ,해당없음 ,컨텐츠참조 ,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6102033351?itemId=11441196263&vendorItemId=78716677180&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:29
5579289229,8912305356,76198936045,폴라초이스 스킨발란싱 항산화 토너 RR 1350,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/rtzhbve0/eabd9b9a75de4069bbfdb779aad44ab7.jpg,"22,700",2%,"23,200원",,47개 상품평,폴라초이스,,190ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,미국,"정제수, 글리세린, 부틸렌글라이콜, 나이아신아마이드, 폴리솔베이트20, 아데노신, 캐모마일꽃추출물, 우엉뿌리추출물, 하이드롤라이즈드호호바에스터, 소듐피씨에이, 판테놀, 소듐하이알루로네이트, 세라마이드엔피, 세라마이드에이피, 세라마이드이오피, 피토스핑고신, 콜레스테롤, 테트라헥실데실아스코베이트, 올레스-10, 소듐라우로일락틸레이트, 카프릴릴글라이콜, 헥실렌글라이콜, 소듐시트레이트, 잔탄검, 트라이소듐이디티에이, 페녹시에탄올",해당없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것  2. 상처가 있는 부위 등에는 사용을 자제할 것  3. 만 3세 이하 어린이에게는 사용하지 말 것  4. 보관 및 취급 시의 주의사항  1) 어린이의 손이 닿지 않는 곳에 보관할 것  2) 직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5579289229?itemId=8912305356&vendorItemId=76198936045&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:29
6055085599,11111706550,78390812476,센텔리안24 마데카 뉴트리 솔루션 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a933/aaa24190de13238430970afdc2c7242a4c0e668715223e6b69bb6762a10a.PNG,"7,700",72%,"28,000원",,59개 상품평,센텔리안24,,150ml,모든 피부용,모든 피부용,콘텐츠 참조, , ,대한민국,컨텐츠 참조,"유/미백,주름개선",컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6055085599?itemId=11111706550&vendorItemId=78390812476&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
1598020437,2730063642,70720209138,헤이네이처 어성초 스킨 촉촉 모이스처라이저,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/311223224560033-dd393d70-6dd7-4bab-bb48-91655763a10c.jpg,"45,000",7%,"48,600원","(10ml당 1,500원)",29개 상품평,,,150ML,모든 피부용,모든 피부용,세안 후 피부에 직접 분사하여 사용해 줍니다., , ,대한민국,컨텐츠 참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1598020437?itemId=2730063642&vendorItemId=70720209138&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
2127632197,3611248047,71596898623,이솔 로즈 럭스 토너 300ml,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/286c/80baf648637a12b9a0ebdd9013e1c7ad511835954b50d59beed5e26e9859.jpg,"12,900",%,원,,117개 상품평,,,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,주식회사이솔 (2SOL),402-86-05656,2014-전북완주-0027,전라북도 완주군 용진읍 구억명덕로 95-5 구억명덕로 95-5,2solcosmetic@daum.net,황성진,010-6623-9224,주식회사이솔 (2SOL) / 황성진,https://www.coupang.com/vp/products/2127632197?itemId=3611248047&vendorItemId=71596898623&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
243177552,3092426952,79665180146,더마토리 하이포알러제닉 시카 레스큐 거즈패드 2개세트,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/072f/0232884d7ab5d559094c810a857ca09326fd099ca2d14a9327af9157e6d2.jpg,"25,630",%,원,,"2,444개 상품평",더마토리,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,(주)베니스에프앤비,577-88-00207,제 2016-화성장안-05호,경기도 화성시 장안면 사랑리 450(장안면 너더리길 33),venicefnb@naver.com,이용원,02-2088-1478,(주)베니스에프앤비 / 이용원,https://www.coupang.com/vp/products/243177552?itemId=3092426952&vendorItemId=79665180146&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
193618110,554394402,4602113219,이니스프리 제주 왕벚꽃 스킨,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/04/08/10/9/d3f1e751-4206-47c3-87a1-5dfb58039aba.jpg,"8,930",44%,"16,000원",(10ml당 447원),516개 상품평,이니스프리,,200mL,모든 피부용,모든 피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,유 /  피부미백,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/193618110?itemId=554394402&vendorItemId=4602113219&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6078090528,11253164416,78530224610,넘버즈인 3번 결광가득 에센스 토너 200ml,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c98a/59b52489c0964bd0188b12454b7cee67975cdb49f3e74b2627993062588f.jpg,"23,900",%,원,,31개 상품평,,,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,(주)타임스튜디오,863-88-01785,2020-서울중랑-1353,서울특별시 중랑구 동일로151길 69 지층,timestudiosgm@naver.com,성경민,070-7542-7676,(주)타임스튜디오 / 성경민,https://www.coupang.com/vp/products/6078090528?itemId=11253164416&vendorItemId=78530224610&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
11623,416707551,4023768474,세이어스 위치 하젤 알코올 프리 토너 로즈 페탈,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ae50/b29aab04836b26beffb213b7d967bf17fbff27274870f27479233c976352.jpg,"18,810",4%,"19,620원",(10ml당 265원),"4,894개 상품평",,,355ml,알 수 없음(판매자 정보 미제공),알 수 없음(판매자 정보 미제공),알 수 없음(판매자 정보 미제공), , ,해당사항 없음,컨텐츠 참조,해당사항 없음,알 수 없음(판매자 정보 미제공),제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,Coupang Global LLC,1236004,,"1560 Sierra Ridge Dr. Riverside, California, USA -",support@USjikgu.com,James Roe,02-1577-7011,Coupang Global LLC / James Roe,https://www.coupang.com/vp/products/11623?itemId=416707551&vendorItemId=4023768474&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6082092029,11280372999,78557211727,라비엘 로즈마리 모공 힐링 토너,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/jykiu17e/a5786f6e8b87401b8e012d771255be2a.jpg,"9,900",38%,"16,000원",,246개 상품평,RAVIEL,,150ml,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6082092029?itemId=11280372999&vendorItemId=78557211727&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6016058817,10927026946,78206799069,에뛰드 원더 포어 프레쉬너 토너 리필,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/fo8oqx0l/f8282a06d37e4f8198b4ca9a0216a8bc.jpg,"5,910",50%,"12,000원",,56개 상품평,에뛰드,,500ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6016058817?itemId=10927026946&vendorItemId=78206799069&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
344523460,1094392809,5612880920,오휘 프라임 어드밴서 스킨소프너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/11/27/12/9/c50a6f79-58c9-4d7b-8a94-30af5f5edf4d.jpg,"24,800",4%,"26,020원","(10ml당 1,653원)",119개 상품평,,,150ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,유/주름개선,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/344523460?itemId=1094392809&vendorItemId=5612880920&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6145207246,11820264081,79093747312,AHC 블랙캐비어토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/j0hicqrn/2afaae992a0047cd94495f33032b6c18.jpg,"8,660",56%,"19,900원",,150개 상품평,AHC,,140ml, 모든 피부용, 모든 피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,"유/미백,주름개선에 도움","1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것
2. 상처가 있는 부위 등에는 사용을 자제할 것
3. 보관 및 취급 시의 주의사항
가. 어린이의 손이 닿지 않는 곳에 보관할 것
나. 직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/6145207246?itemId=11820264081&vendorItemId=79093747312&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
1593449967,2722406154,70712625161,아모레 이너프 프로젝트 에션셜 스킨,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/95328166211910-7e0bc6d3-988b-4a55-9049-07210042961d.jpg,"16,200",10%,"18,000원",(10ml당 810원),536개 상품평,이너프프로젝트,,200ml,모든 피부용,모든 피부용,"세안 후 적당량을 덜어 피부에 펴 발라 두드려 흡수시키거나, 화장솜에 적셔 가볍게 쓸어내 듯 닦아 냅니다.", , ,한국,"정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 베타인, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 글리세릴폴리메타크릴레이트, 판테놀, 프로판다이올, 에틸헥실글리세린, 향료, 카보머, 다이소듐이디티에이, 트로메타민, 소듐하이알루로네이트, 하이알루로닉애씨드, 베타-글루칸, 토코페롤",해당없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제 할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관 할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1593449967?itemId=2722406154&vendorItemId=70712625161&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
5714770593,9539568495,76824283284,한스킨 각질토너패드 앤 블랙헤드 PHA 필링패드 70p,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4653413405373440-9ba64b49-fb7b-42b2-8312-e4e8f5df8ebb.jpg,"9,690",2%,"9,890원",,169개 상품평,한스킨,,180ml,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5714770593?itemId=9539568495&vendorItemId=76824283284&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
1172045584,2150073001,70148397591,아리얼 데일리 픽 금순이 토닝패드 30매,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/10/17/4/a830aa3b-67bc-49dc-a488-139408f91bbb.jpg,"3,760",%,원,,280개 상품평,,,아리얼 스트레스 릴리빙 데일리 픽 토닝 패드 30매,모든피부용,모든피부용,1. 세안 후 스티커를 열고 패드를 1매씩 뽑아 엠보싱 면으로 눈가를 제외한 얼굴 전체에 피부결 방향으로 부드럽게 닦아냅니다. 2. 패드를 반대로 뒤집어 부드러운 면으로 피부결 방향으로 닦아주며 피부결을 정돈시켜 줍니다. 3. 사용 후 패드가 마르지 않도록 반드시 스티커 덮개를 잘 붙여 밀봉해 줍니다., , ,대한민국,"병풀추출물, 정제수, 글리세린, 메틸프로판다이올, 소듐하이알루로네이트, 얌빈뿌리추출물, 꽃양배추추출물, 당아욱잎추출물, 아이슬란드이끼추출물, 연꽃뿌리추출물, 하이드로제네이티드포스파티딜콜린, 카프릴릭/카프릭트라이글리세라이드, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 수크로오스스테아레이트, 마데카소사이드, 울금뿌리가루, 판테놀, 알란토인, 락토바이오닉애씨드, 폴리글리세릴-4카프레이트, 세틸피리디늄클로라이드, 코카미도프로필피지-다이모늄클로라이드포스페이트, 카프릴릴글라이콜, 시트릭애씨드, 소듐시트레이트, 에틸헥실글리세린, 다이소듐이디티에이, 유칼립유칼립투스잎오일, 라임전초오일, 구주소나무잎오일, 오렌지껍질오일, 베르가모트오일, 레몬껍질오일, 리모넨, 리날룰",해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과전문의 등에게 상담하십시오. 가) 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우. 나) 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는경우. 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 마십시오. 3. 보관 및 취급 시의 주의사항 가) 사용 후에는 반드시 마개를 닫아두십시오. 나) 유아·소아의 손이 닿지 않는 곳에 보관하십시오. 다) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 마십시오.",본 제품은 공정거래위원회 고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.,본 제품은 공정거래위원회 고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1172045584?itemId=2150073001&vendorItemId=70148397591&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
88559008,277103715,71599174195,마몽드 캐모마일 퓨어 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ced1/57793a2938e6dbbdff907b0923af04461498c77faa35136b6c08702dd6ce.jpg,"11,000",%,원,(10ml당 440원),"2,222개 상품평",마몽드,,250ml,모든 피부용,모든 피부용,"아침, 저녁 세안 후 손바닥이나 화장솜에 적당량을 덜어 피부결에 따라 부드럽게 발라줍니다.", , ,대한민국,"정제수, 글리세린, 프로판디올, 1,2-헥산디올, 판테놀, 캐모마일꽃 추출물(99.3 ppm)",N,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",본 상품에 이상이 있을 경우 공정거래위원회 고시 소비자 분쟁해결기준에 의거 보상해 드립니다.,본 상품에 이상이 있을 경우 공정거래위원회 고시 소비자 분쟁해결기준에 의거 보상해 드립니다.,주식회사 제이코스,619-81-08071,2020-강원속초-0172,"강원도 속초시 청대로 8 105동 507호 (조양동, 성호아파트)",linden1004@naver.com,김혜정,010-2154-7014,주식회사 제이코스 / 김혜정,https://www.coupang.com/vp/products/88559008?itemId=277103715&vendorItemId=71599174195&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
5028517642,6749877144,78814513676,[GS단독]김정문알로에 큐어 토너3개+에멀젼3개+크림미니2개 세트,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/aa2d/c2869f562654971bc56b414829119aa4c7f60aa7b81cd023b00351db5a42.jpg,"47,870",%,원,,118개 상품평,김정문알로에,,· 토너: 130ml· 에멀전: 130ml· 큐어 2x미니크림: 3.5g,모든 피부 사용 가능,모든 피부 사용 가능,수분과 보습이 필요한 부위에 세안 후 손가락으로 펴바르듯이 바릅니다., , ,대한민국,상품 상세페이지 참조,· 큐어 하이드라 수딩 토너 130ml: 주름개선. 미백 기능성 화장품· 큐어 하이드라 수딩 에멀전 130ml: 주름개선. 미백 기능성 화장품· 큐어 인텐시브 2X 크림 50g: 기능성없음,"1.화장품 사용시 또는 사용후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것
2.상처가 있는 부위 등에는 사용을 자제할 것
3.보관 및 취급 시의 주의사항
  가)어린이의 손이 닿지 않는 곳에 보관할 것
  나) 직사광선을 피해서 보관할 것
기타) 내용물이 눈에 들어가지 않도록 주의하십시오. 눈에 들어간 경우에는 흐르는 물에 씻어내십시오. 사용 용도외에는 사용하지 마십시오.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,주식회사 비앤케이넷,811-87-00643,2017-서울강남-02626,서울특별시 강남구 봉은사로78길 14 (삼성동) 비01호,bnknet@naver.com,방기현,010-3568-6227,주식회사 비앤케이넷 / 방기현,https://www.coupang.com/vp/products/5028517642?itemId=6749877144&vendorItemId=78814513676&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
5912785201,10455894682,77737696494,블랑센 병풀추출물 90 토너,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9f2b/18eba79d7ba3010749f0aa22ba6cffac4c95243b86b73532afc2942f3bf7.jpg,"9,900",11%,"11,150원",(10ml당 198원),103개 상품평,,,500ml,모든피부용,모든피부용,컨텐츠 참조, , ,대한민국,"병풀추출물(90%), 글리세린, 다이프로필렌글라이콜, 부틸렌글라이콜, 1,2-헥산다이올, 베타-글루칸, 알란토인, 소듐하이알루로네이트, 에틸헥실글리세린",해당없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것. 3. 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것. 나) 직사광선을 피해서 보관할 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5912785201?itemId=10455894682&vendorItemId=77737696494&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6135399864,11729190037,79003159937,스킨푸드 캐롯 카로틴 카밍 워터 패드 당근패드 250g,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2188/a3c5570b1a8e3346a6f3f9c6018347d3ebe55a242a89029b13ffbecd4ced.jpg,"21,100",%,원,,8개 상품평,스킨푸드,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,(주)노아드,389-81-01143,2019-경남양산-00305,경상남도 양산시 물금읍 부산대학로 152 208호,daon201831@gmail.com,배병수,055-372-0502,(주)노아드 / 배병수,https://www.coupang.com/vp/products/6135399864?itemId=11729190037&vendorItemId=79003159937&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
6165571747,11996417988,79268819294,설화수 자음유액 로션,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fd2c/f3837c69e95f09a6c016bfea2350dd579f2f654b4eeb724a22cab3365204.png,"39,010",34%,"60,000원",,5개 상품평,설화수,,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조,베스트 브링,168-58-00501,제2020-서울구로-2398,서울특별시 구로구 가마산로 265 709,cococosong08@naver.com,송채운,010-8495-6699,베스트 브링 / 송채운,https://www.coupang.com/vp/products/6165571747?itemId=11996417988&vendorItemId=79268819294&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:30
